4072,3759
4072,21292
4072,45463
4072,45505
4072,53484
4072,3638820
4072,3639749
4072,3695580
79108,5013
45505,45463
52112,45463
3638820,45463
52112,45505
45505,53484
45505,3638820
45505,3695580
53484,3638820
